    1,500000e+00    9,463969e+00    2,906304e+01
    1,550000e+00    1,104838e+01    3,447977e+01
    1,600000e+00    1,293030e+01    4,099925e+01
    1,650000e+00    1,517061e+01    4,885893e+01
    1,700000e+00    1,784333e+01    5,834899e+01
    1,750000e+00    2,103855e+01    6,982385e+01
    1,800000e+00    2,486595e+01    8,371612e+01
    1,850000e+00    2,945918e+01    1,005532e+02
    1,900000e+00    3,498098e+01    1,209770e+02
    1,950000e+00    4,162954e+01    1,457663e+02
    2,000000e+00    4,964596e+01    1,758630e+02
    2,050000e+00    5,932306e+01    2,124003e+02
    2,100000e+00    7,101577e+01    2,567328e+02
    2,150000e+00    8,515285e+01    3,104647e+02
    2,200000e+00    1,022500e+02    3,754727e+02
    2,250000e+00    1,229239e+02    4,539155e+02
    2,300000e+00    1,479057e+02    5,482149e+02
    2,350000e+00    1,780533e+02    6,609894e+02
    2,400000e+00    2,143571e+02    7,949035e+02
    2,450000e+00    2,579367e+02    9,523785e+02
    2,500000e+00    3,100162e+02    1,135079e+03
    2,550000e+00    3,718672e+02    1,343037e+03
    2,600000e+00    4,446932e+02    1,573216e+03
    2,650000e+00    5,294234e+02    1,817173e+03
    2,700000e+00    6,263554e+02    2,057338e+03
    2,750000e+00    7,345643e+02    2,261144e+03
    2,800000e+00    8,509385e+02    2,371818e+03
    2,850000e+00    9,686381e+02    2,294037e+03
    2,900000e+00    1,074651e+03    1,871662e+03
    2,950000e+00    1,145952e+03    8,532920e+02
    3,000000e+00    1,143507e+03   -1,160949e+03
    3,050000e+00    1,002946e+03   -4,801463e+03
    3,100000e+00    6,200995e+02   -1,105566e+04
    3,150000e+00   -1,713724e+02   -2,146281e+04
    3,200000e+00   -1,634542e+03   -3,841444e+04
    3,250000e+00   -4,182570e+03   -6,561742e+04
    3,300000e+00   -8,461053e+03   -1,088087e+05
    3,350000e+00   -1,547514e+04   -1,768595e+05
    3,400000e+00   -2,678582e+04   -2,834834e+05
    3,450000e+00   -4,481343e+04   -4,498822e+05
    3,500000e+00   -7,330713e+04   -7,088518e+05
    3,550000e+00   -1,180725e+05   -1,111164e+06
    3,600000e+00   -1,881004e+05   -1,735505e+06
    3,650000e+00   -2,973219e+05   -2,703983e+06
    3,700000e+00   -4,673401e+05   -4,206380e+06
    3,750000e+00   -7,316931e+05   -6,538150e+06
    3,800000e+00   -1,142518e+06   -1,016010e+07
    3,850000e+00   -1,780987e+06   -1,579234e+07
    3,900000e+00   -2,773702e+06   -2,456250e+07
    3,950000e+00   -4,318480e+06   -3,824018e+07
    4,000000e+00   -6,725031e+06   -5,960860e+07
    4,050000e+00   -1,047927e+07   -9,305525e+07
    4,100000e+00   -1,634522e+07   -1,455130e+08
    4,150000e+00   -2,552694e+07   -2,279628e+08
    4,200000e+00   -3,992637e+07   -3,578401e+08
    4,250000e+00   -6,255499e+07   -5,628965e+08
    4,300000e+00   -9,819268e+07   -8,874138e+08
    4,350000e+00   -1,544448e+08   -1,402225e+09
    4,400000e+00   -2,434426e+08   -2,220918e+09
    4,450000e+00   -3,845843e+08   -3,526093e+09
    4,500000e+00   -6,089665e+08   -5,612017e+09
    4,550000e+00   -9,665625e+08   -8,954073e+09
    4,600000e+00   -1,537881e+09   -1,432207e+10
    4,650000e+00   -2,452939e+09   -2,296556e+10
    4,700000e+00   -3,922218e+09   -3,691745e+10
    4,750000e+00   -6,287268e+09   -5,949247e+10
    4,800000e+00   -1,010360e+10   -9,610706e+10
    4,850000e+00   -1,627672e+10   -1,556301e+11
    4,900000e+00   -2,628586e+10   -2,526112e+11
    4,950000e+00   -4,255234e+10   -4,109626e+11
    5,000000e+00   -6,904725e+10   -6,700474e+11
    5,050000e+00   -1,122947e+11   -1,094755e+12
    5,100000e+00   -1,830305e+11   -1,792186e+12
    5,150000e+00   -2,989453e+11   -2,939270e+12
    5,200000e+00   -4,892232e+11   -4,828475e+12
    5,250000e+00   -8,020505e+11   -7,943358e+12
    5,300000e+00   -1,317028e+12   -1,308322e+13
    5,350000e+00   -2,165662e+12   -2,156818e+13
    5,400000e+00   -3,565121e+12   -3,557517e+13
    5,450000e+00   -5,873662e+12   -5,868541e+13
    5,500000e+00   -9,681216e+12   -9,676922e+13
    5,550000e+00   -1,595650e+13   -1,594009e+14
    5,600000e+00   -2,628378e+13   -2,620864e+14
    5,650000e+00   -4,323929e+13   -4,296953e+14
    5,700000e+00   -7,097925e+13   -7,015752e+14
    5,750000e+00   -1,161351e+14   -1,138783e+15
    5,800000e+00   -1,891244e+14   -1,833377e+15
    5,850000e+00   -3,059483e+14   -2,918060e+15
    5,900000e+00   -4,903648e+14   -4,569853e+15
    5,950000e+00   -7,757664e+14   -6,990089e+15
    6,000000e+00   -1,204625e+15   -1,031598e+16
    6,050000e+00   -1,819793e+15   -1,435740e+16
    6,100000e+00   -2,633642e+15   -1,791468e+16
    6,150000e+00   -3,542213e+15   -1,713054e+16
    6,200000e+00   -4,109846e+15   -1,670190e+15
    6,250000e+00   -3,058400e+15    5,389744e+16
    6,300000e+00    2,902796e+15    2,091934e+17
    6,350000e+00    2,169642e+16    5,997864e+17
    6,400000e+00    7,164919e+16    1,527675e+18
    6,450000e+00    1,940682e+17    3,656045e+18
    6,500000e+00    4,804217e+17    8,426469e+18
